Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,popularity_score
Rasavid,"Semmencherry, South West Chennai", South West Chennai,Chennai,"North Indian,  Biryani",3.6,148,900,25.98900667366378
Regos Cafe,"Tambaram West, South West Chennai", South West Chennai,Chennai,Fast Food,4.8,5,300,12.407820003461548
Sulthan's Biryani,"OMR Food Street,Navalur, South West Chennai", South West Chennai,Chennai,"Chinese,  Biryani",4.0,13,700,15.229419688230417
Orange Wok,"The Marina Mall,Egattur, South West Chennai", South West Chennai,Chennai,"Asian,  Chinese,  Thai,  Seafood,  Malaysian",4.2,75,1000,26.241295556463058
Taco Bell,"The Marina Mall,Egattur, South West Chennai", South West Chennai,Chennai,"Mexican,  Tex Mex",3.6,58,500,21.17751497770263
The Square,"Novotel Chennai Sipcot Hotel,Egattur, South West Chennai", South West Chennai,Chennai,"Continental,  North Indian,  Asian",4.1,23,2500,18.798346252956737
Baskin Robbins,"The Marina Mall,Egattur, South West Chennai", South West Chennai,Chennai,"Desserts,  Ice Cream",1.0,1,300,1.0
Dindigul Thalappakatti,"Vandalur, South West Chennai", South West Chennai,Chennai,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",4.1,35,700,21.19669250591348
Mr.Burger,"GST Road, South West Chennai", South West Chennai,Chennai,"Fast Food,  Burger",4.0,1,400,4.0
ECR Dhaba,"Muttukadu, South Chennai", South Chennai,Chennai,"North Indian,  Chinese,  Seafood",3.0,1,800,3.0
Dindigul Thalappakatti,"Padur, South West Chennai", South West Chennai,Chennai,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",3.0,1,700,3.0
Roll Over,"Potheri, South West Chennai", South West Chennai,Chennai,"Desserts,  Fast Food",4.5,8,500,14.264662506490405
The Reef,"Mahabalipuram, South Chennai", South Chennai,Chennai,"North Indian,  Continental,  South Indian",4.3,81,2500,27.33747361985776
The Melting Pot,"Intercontinental Chennai Mahabalipuram Resort,Mahabalipuram, South Chennai", South Chennai,Chennai,"North Indian,  Continental,  South Indian",4.3,256,1500,34.424185561533676
Kokommo,"Mahabalipuram, South Chennai", South Chennai,Chennai,Finger Food,4.4,20,2500,19.32619666022655
Palms Kitchen,"Fairfield by Marriott,GST Road, South West Chennai", South West Chennai,Chennai,"North Indian,  Oriental ,  Fast Food,  Italian",2.9,12,1500,10.731275182609167
Ideal Garden Restaurant,"Mahabalipuram, South Chennai", South Chennai,Chennai,"Multi-Cuisine,  North Indian,  Chinese,  Continental",2.8,4,1000,6.501398665684614
Wharf 2.0,"Radisson Blu Resort Temple Bay Mamallapuram,Mahabalipuram, South Chennai", South Chennai,Chennai,"Italian,  North Indian,  Continental",4.6,59,3000,27.171696739799184
Waters Edge Cafe,"Radisson Blu Resort Temple Bay Mamallapuram,Mahabalipuram, South Chennai", South Chennai,Chennai,"Multi-Cuisine,  North Indian,  South Indian,  Mediterranean",4.2,35,3000,21.713685006057712
Moonrakers,"Mahabalipuram, South Chennai", South Chennai,Chennai,"North Indian,  Chinese,  Continental,  Seafood",2.7,20,700,11.859257041502655
ABs - Absolute Barbecues,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Barbecue,  Seafood",4.4,1294,1200,45.49044008332524
Ohri's Jiva,"Begumpet, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Rajasthani,  Fast Food",4.1,881,1100,40.11700286678583
ABs - Absolute Barbecues,"Pammasani Complex,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"North Indian,  Barbecue,  Seafood",4.3,1911,1200,46.87372727431721
Krishnapatnam,"Shreshta Aura,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"South Indian,  Andhra,  North Indian",4.0,393,1600,34.4882072778255
Parampara - Flavours of india,"ANR Center,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  South Indian",4.0,160,1000,29.323667512458467
By The Bay - Bar Exchange,"Khairatabad, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Italian,  Continental",4.1,357,1600,34.78364468678345
A'La Liberty,"Leela Gopal Towers,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.1,791,800,39.4803621423264
Amogham - The Lake View Restaurant,"Khairatabad, Central Hyderabad", Central Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Mughlai",3.8,1427,1000,39.82316500331057
Exotica,"12th Square Building,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Mughlai",4.4,775,2800,42.23961650562336
Headquarters,"Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Oriental ",4.2,642,1600,39.18043469477738
10 Downing Street,"Lifestyle Building,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Finger Food",4.4,314,2000,36.51651528090403
Jalpaan,"Oasis Centre,Begumpet, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Italian,  Chinese,  Continental",4.1,712,1200,38.858808892419944
Pakka Local Signature,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Andhra,  South Indian",4.3,41,900,23.18696491794867
Verandah,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.0,279,3300,32.51713206777987
The Spicy Venue,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Andhra,  Chinese",4.2,425,1100,36.68578040494852
Bikanervala,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mithai,  North Indian,  Chinese,  South Indian,  Street Food,  Fast Food",4.3,450,1000,37.91302957999813
Cream Stone,"The Platinum Hotel,Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.1,64,400,24.69170803341666
Aqua,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Finger Food,  Fast Food",4.1,326,2800,34.24790198454214
Kismet,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,Finger Food,4.1,130,3300,28.837034306303543
One Fine Day,"Necklace Road, Secunderabad", Secunderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",5.0,1,300,5.0
Ohri's - Gufaa,"Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Mughlai",4.1,631,1900,38.14550106752612
Cream Stone,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.1,14,400,16.018251441994924
Aish,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Seafood,  Hyderabadi",4.4,127,2400,30.800000000000004
36 Downtown,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"North Indian,  Continental",4.3,1154,2500,43.74681168610471
Spice 6 - The Arab Villagio,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Lebanese,  Arabian",4.2,328,1200,35.12016384968801
Chili’s American Grill and Bar,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mexican,  American",4.4,442,1800,38.68111670964208
Seven Spices,"Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Andhra,  North Indian,  Biryani",4.2,32,900,21.186455301305504
Ice n Spice,"Hotel Inner Circle,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Bakery and Confectionary",4.2,126,800,29.352475684443096
Barbeque Nation,"ANR Center,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Barbecue,  North Indian,  Mediterranean",4.3,808,1400,41.5379823374489
Platform 65,"PNR Empire,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.0,1339,1200,41.55206914138054
Hashi Izakaya - Asian Bar & Kitchen,"Country Club Complex,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Asian",4.1,54,1500,23.703574825451103
Eagles Pizza,"Ohud Building,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Pizza,  Italian,  Ice Cream,  Fast Food",3.9,38,600,20.61306865356277
Jewel Of Nizam,"The Golkonda Hotel,Masab Tank, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mughlai,  Hyderabadi",4.1,70,2600,25.213963189969196
Rocket Fuel Cafe,"Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,Fast Food,4.2,68,800,25.655802718468312
Cream Stone,"SP Road, Secunderabad", Secunderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,35,400,22.230677506201943
ABs - Absolute Barbecues,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Barbecue,  Seafood",4.4,949,1200,43.52384829416057
Taco Bell,"Next Galleria Mall,Panjagutta, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mexican,  Tex Mex",4.4,99,500,29.23296723500879
Okra,"Hyderabad Marriott Hotel and Convention Centre,Tank Bund, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental",4.3,230,2500,33.76252087808904
Ohri's Eatmor,"White House,Begumpet, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Fast Food,  Rajasthani,  Finger Food,  Street Food,  Desserts,  Ice Cream",4.2,380,800,36.009318187471955
Fonce,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Fast Food,  Coffee",4.4,8,1000,13.947670006346174
Hard Rock Cafe,"GVK One Mall,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  Continental,  American,  Modern Indian",4.3,329,2400,35.97518552125701
Taco Bell,"L and T Mall,Panjagutta, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mexican,  Tex Mex",4.3,4,500,9.984290808015658
Chinese Pavilion,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Chinese,  Seafood",4.4,177,1400,32.893227096252154
NorFest - The Dhaba,"Next Galleria Mall,Panjagutta, Central East Hyderabad", Central East Hyderabad,Hyderabad,North Indian,4.3,89,800,27.9149683142176
Country Oven,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Desserts,  Fast Food,  Bakery and Confectionary,  Italian,  Chinese",5.0,4,800,11.60964047443681
IQ Bar,"Mercure Hyderabad KCP,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Asian,  Finger Food",4.2,39,2500,22.352097998526926
Cream Stone,"Khairatabad, Central Hyderabad", Central Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.0,1,400,4.0
Rayalaseema Ruchulu,"Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"Andhra,  North Indian,  South Indian,  Biryani",4.1,207,1200,31.571802844378478
Cayenne,"Mercure Hyderabad KCP,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",3.9,87,2000,25.19178331268546
Arena,"Taj Deccan Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Hyderabadi",4.1,616,3000,38.00341938451261
Ohri's - Eatmor,"Ohri's Cuisine Court,Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Fast Food",4.2,252,1100,33.528573013716105
Bidri,"Hyderabad Marriott Hotel and Convention Centre,Tank Bund, Central Hyderabad", Central Hyderabad,Hyderabad,"Andhra,  Hyderabadi,  Kashmiri,  Lucknowi",4.5,70,3000,27.67386203777107
Tabla,"Bhaskar Plaza,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",4.1,232,1800,32.243163193082545
Saffron Soul,"Marigold Hotel,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood",4.3,129,1300,30.196181596022353
Viva,"Vivanta By Taj Hotel,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian",4.1,251,2300,32.706847686349654
Almond House,"Sanai Plaza,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Mithai,  Street Food,  Desserts",5.0,2,500,7.92481250360578
Manu Bakers Delight,"Begumpet, Secunderabad", Secunderabad,Hyderabad,"Bakery and Confectionary,  Fast Food",4.7,4,400,10.913062045970603
Up & Above,"SNS Arcade,PG Road, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Fast Food",4.0,212,1300,30.938838480903353
Masala Republic,"Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"Italian,  Continental,  North Indian",4.0,121,1100,27.722949350251547
Huber and Holly,"Mayfair Building,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Ice Cream,  Desserts",4.0,43,1000,21.83772647454919
Onesta,"ANR Center,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Italian,  Pizza,  Fast Food",4.3,121,900,29.802170551520412
Fishland Restaurant,"Hotel Savera,Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood",4.1,77,700,25.770149097335217
Santosh Family Dhaba,"Kamala Towers,Begumpet, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese",5.0,4,800,11.60964047443681
Spice 6 - The Global Dining,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Lebanese",4.2,115,1400,28.803520179535802
Encounters,"Taj Krishna Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Continental,  South Indian",4.3,126,3000,30.05134415312031
Tortilla's,"Next Galleria Mall,Panjagutta, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mexican,  Fast Food",3.7,46,400,20.551978751207262
Tatva,"SP Road, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  European,  Mughlai",4.3,48,1500,24.143252329695393
Indulge Ice Cream,"Sanai Plaza,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Ice Cream,  Desserts",5.0,1,300,5.0
Gappe Vappe,"Sanai Plaza,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Street Food,  Fast Food",5.0,2,500,7.92481250360578
Ohri's - Ming's Court,"Ohri's Cuisine Court,Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"Chinese,  Seafood",4.4,285,1300,35.90343388182492
Golden Dragon,"Taj Krishna Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,Chinese,4.1,34,3500,21.03006036947436
Curry Pot,"PG Road, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese",4.4,34,700,22.568845274557855
The Joint Bar & Cafe,"The Joint,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,Drinks,4.2,87,700,27.12961279827665
Vivaha Bhojanambu,"CVK Park square,Kalasiguda, Secunderabad", Secunderabad,Hyderabad,Andhra,4.1,234,1000,32.293719480916494
Aromas of Asia,"City Centre Mall,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Chinese,  Seafood",4.3,128,1500,30.14827719831999
Saudi Arabian Restaurant,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Arabian,  Mughlai",4.1,30,700,20.312204872586186
Almond House,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mithai,  Street Food,  Desserts",5.0,1,500,5.0
Firdaus,"Taj Krishna Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,Hyderabadi,4.2,49,3100,23.704195997053844
Sanjos Donuts,"GVK One Mall,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Desserts,  Fast Food",3.9,13,400,14.848684196024657
Heart Cup Coffee,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,654,2000,38.35693949534173
Air Live,"Odyssey Mall,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Asian",4.0,552,2100,36.44454268093883
Indulge Ice Cream,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Ice Cream,  Desserts",5.0,1,300,5.0
Altitude Lounge Bar,"Hyderabad Marriott Hotel and Convention Centre,Tank Bund, Central Hyderabad", Central Hyderabad,Hyderabad,Continental,4.1,34,3000,21.03006036947436
Subway,"Mayfair Complex,SP Road, Secunderabad", Secunderabad,Hyderabad,Health Food,3.8,2,400,6.0228575027403926
Clove - The Platinum Hotel,"The Platinum Hotel,Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  Italian,  Continental",4.1,328,800,34.28396947231449
Apsara Ice Creams,"Begumpet, Secunderabad", Secunderabad,Hyderabad,"Ice Cream,  Desserts",4.0,14,300,15.627562382434075
Insomnia,"Jaya Chambers,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Finger Food,  North Indian,  Italian,  Chinese",4.1,242,2300,32.4917312647837
Cuiscent,"Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.0,144,1000,28.719636360059738
Express By AB's,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Barbecue",3.8,4,600,8.823326760571977
Cheesiaano Pizza,"PG Road, Secunderabad", Secunderabad,Hyderabad,"Italian,  Pizza,  Fast Food",4.0,47,500,22.339850002884624
"Haiku,The Asian Kitchen","Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Asian,  Thai,  Japanese,  Indonesian",4.4,275,1500,35.67750760982394
Ohris Eatmor,"Ohri's Banjara,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Fast Food,  Desserts",4.0,360,1200,33.98342010754868
Ocean's Basket,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",4.4,91,1600,28.70367260665086
Sync Restro Bar,"Best Western Ashoka,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  Andhra",4.3,20,1600,18.88696491794867
Bar 41,"Radisson Blu Plaza Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,Finger Food,4.6,18,2400,19.54046656184049
Touch of Class,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",3.9,10,1000,13.49178331268546
Ghrelin Cafe and Patisserie,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Italian,  Desserts",4.4,45,600,24.30367260665086
Huber and Holly,"Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"Ice Cream,  Fast Food,  Desserts",4.4,97,1000,29.10472331410692
Chill & Terrace,"Radisson Blu Plaza Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Continental,  South Indian",4.0,265,2400,32.221129742004756
Telangana Spice Kitchen,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"North Indian,  Chinese,  Mughlai",4.2,339,1500,35.31944193177835
High Spirits Bar,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,Finger Food,3.8,23,1100,17.422857502740392
Cups & Plates,"Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  European",3.7,17,1000,15.428722505336555
A Bleu Basil,"Far East Plaza,Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian,  Fast Food",4.1,200,1000,31.369311933833607
Ohri's - Silver Metro,"Ohri's Cuisine Court,Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Continental,  Mughlai",4.3,222,1100,33.54386956965731
Biryanis And More,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Biryani",4.2,66,1000,25.477574599922644
